chromosome,gccontent,atgcratio
B,0.09504525964745117,1.2255639097744362
B,0.2777513101476894,1.4802744425385934
B,0.0871843735111958,1.5573770491803278
B,0.07455931395902811,1.865814696485623
B,0.1684135302525012,1.6478076379066477
B,0.10552644116245831,1.6952595936794583
B,0.20176274416388756,1.4439197166469895
B,0.14935683658885182,1.7464114832535884
B,0.09337779895188185,1.5637755102040816
B,0.04621248213434969,1.7216494845360826
B,0.09004287756074321,1.597883597883598
B,0.22439256788947118,1.5828025477707006
B,0.09480705097665555,1.5552763819095476
B,0.06669842782277274,1.2607142857142857
B,0.10004764173415913,1.5642857142857143
B,0.10028585040495475,1.4584323040380047
B,0.23987613149118628,1.6812313803376366
B,0.137446403049071,1.610051993067591
B,0.10076226774654598,1.6028368794326242
B,0.2177227251071939,1.6389496717724288
B,0.1712720343020486,1.5910987482614742
B,0.08980466888994759,1.4748010610079576
B,0.03263458789899952,1.5401459854014599
B,0.10195331110052405,1.838785046728972
B,0.09718913768461172,1.6838235294117647
B,0.06002858504049548,1.630952380952381
B,0.07193901858027632,1.096026490066225
B,0.1755597903763697,1.4830393487109905
B,0.1850881372081944,1.393822393822394
B,0.06693663649356836,1.5409252669039146
B,0.06574559313959027,1.3043478260869565
B,0.06526917579799904,1.354014598540146
B,0.26083849452120056,1.6273972602739726
B,0.26488804192472604,1.6375899280575539
B,0.08694616484040019,1.7945205479452055
B,0.04549785612196284,1.5602094240837696
B,0.16436398284897571,1.517391304347826
B,0.27894235350166746,1.4722459436379163
B,0.20843258694616484,1.6022857142857143
B,0.140543115769414,1.476271186440678
B,0.2901381610290615,1.4039408866995073
B,0.0252501191043354,1.4339622641509433
B,0.08909004287756074,1.4705882352941178
B,0.2570271557884707,1.6329935125115849
B,0.0940924249642687,1.6962025316455696
B,0.07098618389709385,1.6073825503355705
B,0.031919961886612676,1.2388059701492538
B,0.03501667460695569,1.2448979591836735
B,0.1417341591233921,1.3596638655462185
B,0.20152453549309196,1.673758865248227
B,0.12291567413053835,1.6395348837209303
B,0.06169604573606479,1.6756756756756757
B,0.36040971891376844,1.8849966953073365
B,0.18127679847546452,1.7293035479632064
B,0.07932348737494045,1.6216216216216217
B,0.20462124821343497,1.6332945285215368
B,0.012863268222963315,1.6666666666666667
B,0.1557884707003335,1.4587155963302751
B,0.09766555502620296,1.4146341463414633
B,0.10981419723677942,1.3622559652928417
B,0.058599333015721775,1.3048780487804879
B,0.07384468794664126,1.3806451612903226
B,0.2846593616007623,1.1313807531380753
B,0.04121010004764174,1.5664739884393064
B,0.11672224868985231,1.7551020408163265
B,0.0674130538351596,1.459363957597173
B,0.218913768461172,1.2263329706202395
B,0.08694616484040019,1.7013698630136986
B,0.04025726536445927,1.893491124260355
B,0.18747022391615054,1.5463786531130876
B,0.05717008099094807,1.4625
B,0.17889471176750835,1.596537949400799
B,0.11410195331110053,1.4676409185803758
B,0.1603144354454502,1.2109955423476968
B,0.15674130538351597,1.3617021276595744
B,0.09385421629347308,1.6269035532994924
B,0.08789899952358265,1.6747967479674797
B,0.1095759885659838,1.7782608695652173
B,0.18937589328251547,1.6603773584905661
B,0.17317770366841354,1.4635488308115543
B,0.24106717484516435,1.4545454545454546
B,0.05169128156264888,1.087557603686636
B,0.0505002382086708,1.5471698113207548
B,0.13292043830395425,1.8225806451612903
B,0.1474511672224869,1.4668820678513732
B,0.09742734635540734,1.4792176039119804
B,0.11553120533587423,1.7092783505154638
B,0.10719390185802763,1.3466666666666667
B,0.07741781800857551,1.5753846153846154
B,0.07884707003334922,1.6918429003021147
B,0.1545974273463554,1.8197226502311248
B,0.28180085755121487,1.7768385460693152
B,0.09051929490233444,1.5026315789473683
B,0.057646498332539306,1.677685950413223
B,0.10719390185802763,1.5733333333333333
B,0.18651738923296807,1.6781609195402298
B,0.031919961886612676,1.3955223880597014
B,0.14959504525964745,1.627388535031847
B,0.09456884230585993,1.6297229219143576
B,0.1417341591233921,1.2991596638655463
B,0.019056693663649357,1.475
B,0.15126250595521676,1.7685039370078741
B,0.0505002382086708,1.6037735849056605
B,0.07479752262982373,1.6560509554140128
B,0.12077179609337779,1.680473372781065
B,0.036445926631729395,1.7647058823529411
B,0.10481181515007146,1.8227272727272728
B,0.20152453549309196,1.4609929078014185
B,0.16579323487374942,1.5043103448275863
B,0.0533587422582182,1.7723214285714286
B,0.22939494997617912,1.4641744548286604
B,0.04716531681753216,1.2575757575757576
B,0.09623630300142925,1.3465346534653466
B,0.08885183420676512,1.517426273458445
B,0.13315864697474988,1.4257602862254024
B,0.22534540257265365,1.714587737843552
B,0.1345878989995236,1.4053097345132743
B,0.09290138161029061,1.4384615384615385
B,0.13053835159599808,1.8686131386861313
B,0.07479752262982373,1.6656050955414012
B,0.15936160076226774,1.70254110612855
B,0.040495474035254886,1.488235294117647
B,0.09433063363506432,1.5277777777777777
B,0.0674130538351596,1.3745583038869258
B,0.03501667460695569,1.530612244897959
B,0.12577417818008577,1.4034090909090908
B,0.17174845164363983,1.3092926490984744
B,0.07336827060505002,1.1233766233766234
B,0.2315388280133397,1.4660493827160495
B,0.1276798475464507,1.6026119402985075
B,0.1515007146260124,1.6037735849056605
B,0.05788470700333492,1.617283950617284
B,0.2486898523106241,1.4310344827586208
B,0.2565507384468795,1.5766016713091922
B,0.10481181515007146,1.5636363636363637
B,0.11767508337303478,1.459514170040486
B,0.13577894235350166,1.4526315789473685
B,0.20104811815150073,1.3921800947867298
B,0.09361600762267747,1.099236641221374
B,0.17198666031443544,1.1939058171745152
B,0.16650786088613626,1.6781115879828326
B,0.1727012863268223,1.793103448275862
B,0.04859456884230586,1.75
B,0.1729394949976179,1.2479338842975207
B,0.16674606955693186,1.3357142857142856
B,0.2498808956646022,1.5767397521448998
B,0.14078132444020963,1.6446700507614214
B,0.08384945212005716,1.5994318181818181
B,0.05169128156264888,1.3133640552995391
B,0.10647927584564078,1.0402684563758389
B,0.12267746545974273,1.4116504854368932
B,0.11576941400666985,1.376543209876543
B,0.3211052882324917,1.4948071216617211
B,0.2315388280133397,1.623456790123457
B,0.20033349213911386,1.6111771700356718
B,0.1588851834206765,1.383808095952024
B,0.14363982848975704,1.243781094527363
B,0.1769890424011434,0.9744279946164199
B,0.06979514054311577,1.447098976109215
B,0.3049070986183897,1.6484375
B,0.11076703191996189,1.5032258064516129
B,0.137446403049071,1.516464471403813
B,0.16364935683658885,1.4148471615720524
B,0.11600762267746546,1.2854209445585216
B,0.13149118627918055,1.8478260869565217
B,0.08956646021915197,1.4574468085106382
B,0.050023820867079564,1.1142857142857143
B,0.03668413530252501,1.3766233766233766
B,0.04954740352548833,1.5384615384615385
B,0.04287756074321105,1.538888888888889
B,0.19175797999047164,1.5900621118012421
B,0.06574559313959027,1.5978260869565217
B,0.06931872320152453,1.8865979381443299
B,0.03739876131491186,1.732484076433121
B,0.174130538351596,1.8276333789329686
B,0.1896141019533111,1.513819095477387
B,0.08099094807050977,1.0558823529411765
B,0.03501667460695569,1.183673469387755
B,0.1769890424011434,1.285329744279946
B,0.06598380181038589,1.371841155234657
B,0.1040971891376846,1.2036613272311212
B,0.12553596950929014,1.2428842504743833
B,0.03501667460695569,1.163265306122449
B,0.04478323010957599,1.0904255319148937
B,0.15983801810385898,1.4411326378539493
B,0.11838970938542163,1.5352112676056338
B,0.126250595521677,1.7226415094339622
B,0.13411148165793235,1.3285968028419184
B,0.14244878513577894,1.648829431438127
B,0.4961886612672701,1.7609217474795968
B,0.2205812291567413,1.6177105831533478
B,0.05979037636969986,1.4143426294820718
B,0.12410671748451643,1.5681381957773513
B,0.1912815626488804,1.402241594022416
B,0.23415912339209147,1.6826042726347914
B,0.04192472606002858,1.5056818181818181
B,0.13554073368270605,1.5887521968365554
B,0.22153406383992377,1.5741935483870968
B,0.03858980466888995,1.6851851851851851
B,0.17103382563125297,1.3565459610027855
B,0.1222010481181515,1.5029239766081872
B,0.1236303001429252,1.7976878612716762
B,0.2746545974273464,1.357328707718994
B,0.0886136255359695,1.596774193548387
B,0.08956646021915197,1.3936170212765957
B,0.12863268222963317,1.6388888888888888
B,0.24511672224868986,1.5072886297376094
B,0.3611243449261553,1.408311345646438
B,0.16746069556931872,1.4537695590327169
C,0.03596950929013816,2.0397350993377485
C,0.14292520247737017,1.61
C,0.1110052405907575,0.9957081545064378
C,0.08670795616960457,1.1428571428571428
C,0.13006193425440685,1.3516483516483517
C,0.4444973797046212,1.6318327974276527
C,0.11767508337303478,1.3137651821862348
C,0.2989518818484993,1.4812749003984065
C,0.18770843258694617,1.2690355329949239
C,0.06145783706526917,1.255813953488372
C,0.06479275845640782,1.1397058823529411
C,0.14983325393044306,1.4467408585055643
C,0.13172939494997618,1.2025316455696202
C,0.1376846117198666,1.2889273356401385
C,0.24273463554073368,1.3552502453385673
C,0.07670319199618866,1.7763975155279503
C,0.10838494521200571,1.287912087912088
C,0.05883754168651739,1.0526315789473684
C,0.12315388280133396,1.0599613152804641
C,0.033111005240590755,1.39568345323741
C,0.19175797999047164,1.1130434782608696
C,0.14911862791805622,1.2380191693290734
C,0.14935683658885182,1.5311004784688995
C,0.23987613149118628,1.2224428997020853
C,0.17770366841353025,1.0147453083109919
C,0.17675083373034778,1.11455525606469
C,0.13530252501191042,1.2077464788732395
C,0.20962363030014292,1.5943181818181817
C,0.07241543592186755,1.555921052631579
C,0.12243925678894711,1.7081712062256809
C,0.09742734635540734,1.2958435207823962
C,0.09051929490233444,1.5421052631578946
C,0.1755597903763697,1.3772048846675713
C,0.11481657932348738,1.595435684647303
C,0.22963315864697476,1.620331950207469
C,0.09171033825631253,1.6181818181818182
C,0.034778465936160075,1.9794520547945205
C,0.2020009528346832,1.5224056603773586
C,0.29561696045736063,1.651893634165995
C,0.12172463077656026,1.4892367906066537
C,0.04930919485469271,1.6666666666666667
C,0.07956169604573607,1.2275449101796407
C,0.13125297760838495,1.5099818511796734
C,0.07265364459266317,1.616393442622951
C,0.08527870414483087,1.3798882681564246
C,0.2846593616007623,1.6359832635983265
C,0.13720819437827536,1.171875
C,0.14983325393044306,1.78060413354531
C,0.2696522153406384,1.528268551236749
C,0.059313959028108626,1.6746987951807228
C,0.10576464983325393,1.4594594594594594
C,0.05979037636969986,1.5816733067729083
C,0.01881848499285374,2.0
C,0.10195331110052405,1.3341121495327102
C,0.16674606955693186,1.6228571428571428
C,0.05955216769890424,1.52
C,0.1474511672224869,1.4862681744749595
C,0.2594092424964269,1.399449035812672
C,0.06765126250595521,1.5387323943661972
C,0.5431157694140066,1.8526315789473684
C,0.34707003334921394,1.5264241592312973
C,0.09504525964745117,1.6165413533834587
C,0.10790852787041448,1.6158940397350994
C,0.09504525964745117,1.5112781954887218
C,0.25464506908051454,1.5930776426566884
C,0.033825631252977606,1.704225352112676
C,0.10433539780848022,1.452054794520548
C,0.1684135302525012,1.0876944837340876
C,0.06360171510242973,0.9101123595505618
C,0.10385898046688899,0.8990825688073395
C,0.21796093377798953,1.0032786885245901
C,0.08456407813244401,0.8845070422535212
C,0.15840876607908527,1.1834586466165413
C,0.14864221057646498,1.4759615384615385
C,0.14530728918532634,1.7737704918032786
C,0.27298713673177705,1.418848167539267
C,0.09814197236779419,0.8859223300970874
C,0.039780848022868034,1.0119760479041917
C,0.16888994759409243,1.3906911142454161
C,0.13196760362077178,1.6425992779783394
C,0.3051453072891853,1.4964871194379392
C,0.17865650309671272,1.084
C,0.09885659838018104,1.306024096385542
C,0.042401143401619816,1.4775280898876404
C,0.1600762267746546,1.3035714285714286
C,0.11171986660314435,1.0213219616204692
C,0.08075273939971415,1.3097345132743363
C,0.08623153882801333,1.080110497237569
C,0.24749880895664603,1.3012512030798844
C,0.15126250595521676,1.0929133858267717
C,0.35874225821819916,1.844621513944223
C,0.036445926631729395,1.5294117647058822
C,0.0378751786565031,1.4150943396226414
C,0.23225345402572653,1.196923076923077
C,0.06002858504049548,1.2738095238095237
C,0.04978561219628395,1.2105263157894737
C,0.19461648404001905,1.1774785801713585
C,0.480705097665555,1.3934588701684836
C,0.04764173415912339,1.745
C,0.20581229156741304,1.5034722222222223
C,0.2744163887565507,1.7291666666666667
C,0.549070986183897,1.7449023861171367
C,0.10314435445450214,1.7159353348729791
D,0.11529299666507861,1.671487603305785
D,0.055264411624583135,1.6379310344827587
D,0.15531205335874226,1.6088957055214723
D,0.045736064792758456,1.515625
D,0.11838970938542163,1.607645875251509
D,0.0771796093377799,1.6111111111111112
D,0.11124344926155312,1.1070663811563168
D,0.07837065269175798,1.8358662613981762
D,0.13982848975702716,1.596252129471891
D,0.37065269175798,1.4755784061696657
D,0.14578370652691758,1.607843137254902
D,0.08361124344926155,1.6666666666666667
D,0.12291567413053835,1.2790697674418605
D,0.10767031919961886,1.7942477876106195
D,0.2022391615054788,1.7031802120141342
D,0.12696522153406384,1.4371482176360224
D,0.1434016198189614,1.6461794019933556
D,0.2767984754645069,1.5714285714285714
D,0.1362553596950929,1.1923076923076923
D,0.25107193901858027,1.7381404174573054
D,0.23368270605050023,1.614678899082569
D,0.15959980943306337,1.5208955223880598
D,0.07074797522629823,1.696969696969697
D,0.11719866603144355,1.6890243902439024
D,0.08599333015721772,1.551246537396122
D,0.02739399714149595,1.5043478260869565
D,0.05407336827060505,1.2995594713656389
D,0.10052405907575036,1.2180094786729858
D,0.1572177227251072,1.231818181818182
D,0.08194378275369224,1.3459302325581395
D,0.07979990471653169,1.471641791044776
D,0.09194854692710815,1.3626943005181347
D,0.05645545497856122,1.3544303797468353
D,0.1434016198189614,1.4269102990033222
D,0.22677465459742735,1.6281512605042017
D,0.09790376369699857,1.4014598540145986
D,0.45807527393997144,1.7940717628705147
D,0.07193901858027632,1.3741721854304636
D,0.22510719390185802,1.5047619047619047
D,0.0533587422582182,1.6071428571428572
D,0.09313959028108623,1.6930946291560103
D,0.13030014292520248,1.352833638025594
D,0.02048594568842306,1.0930232558139534
D,0.05669366364935684,1.949579831932773
D,0.16817532158170556,1.7152974504249292
D,0.06026679371129109,1.4189723320158103
D,0.24154359218675558,1.9142011834319526
D,0.2684611719866603,1.795031055900621
D,0.1081467365412101,1.2731277533039647
D,0.16126727012863268,1.655834564254062
D,0.02048594568842306,1.4069767441860466
D,0.1700809909480705,1.2941176470588236
D,0.09171033825631253,1.135064935064935
D,0.08694616484040019,1.1534246575342466
D,0.1431634111481658,1.6405990016638936
D,0.1222010481181515,1.8362573099415205
D,0.12315388280133396,1.506769825918762
D,0.1222010481181515,1.6666666666666667
D,0.039780848022868034,1.6407185628742516
D,0.10076226774654598,1.5177304964539007
D,0.13959028108623153,1.6313993174061434
D,0.29752262982372557,1.6373098478783026
D,0.137446403049071,1.48526863084922
D,0.11410195331110053,1.5553235908141962
D,0.10719390185802763,1.6866666666666668
D,0.14792758456407815,1.7053140096618358
D,0.09028108623153883,1.7862796833773087
D,0.09313959028108623,1.5626598465473145
D,0.19414006669842782,1.385276073619632
D,0.050976655550262026,1.1168224299065421
D,0.07741781800857551,1.4553846153846153
D,0.37470223916150547,1.740623013350286
D,0.17055740828966173,1.6857541899441342
D,0.19080514530728918,1.7228464419475655
D,0.24464030490709862,1.5881207400194741
D,0.08742258218199142,1.5177111716621254
D,0.050976655550262026,1.4532710280373833
D,0.0393044306812768,1.7272727272727273
D,0.09147212958551691,1.4453125
D,0.05907575035731301,1.3709677419354838
D,0.2498808956646022,1.3908484270734032
D,0.07884707003334922,1.5377643504531722
D,0.1333968556455455,1.3625
D,0.21939018580276323,1.6579804560260587
D,0.23272987136731776,1.345957011258956
D,0.07146260123868509,1.48
D,0.1586469747498809,1.382882882882883
D,0.12482134349690328,1.0610687022900764
D,0.3430204859456884,1.5041666666666667
D,0.1279180562172463,1.7486033519553073
D,0.11434016198189614,1.7875
D,0.21081467365412102,1.7491525423728813
D,0.2653644592663173,1.6876122082585279
D,0.1291090995712244,1.3413284132841328
D,0.1672224868985231,1.6111111111111112
D,0.2360647927584564,1.7305751765893038
D,0.12696522153406384,1.4090056285178236
D,0.15769414006669843,1.3700906344410877
D,0.03334921391138637,1.55
D,0.1333968556455455,1.4375
D,0.2160552644116246,1.5005512679162072
D,0.056931872320152455,1.4100418410041842
D,0.06098141972367794,1.3203125
D,0.19414006669842782,1.6503067484662577
D,0.11838970938542163,1.336016096579477
D,0.06526917579799904,1.4525547445255473
D,0.14530728918532634,1.6016393442622952
D,0.6141019533111005,1.4972847168347556
D,0.09361600762267747,1.2595419847328244
D,0.1881848499285374,1.2329113924050632
D,0.09718913768461172,1.536764705882353
D,0.18484992853739876,1.740979381443299
D,0.049070986183897096,1.4902912621359223
D,0.14673654121010005,1.5860389610389611
D,0.08384945212005716,1.5994318181818181
D,0.15102429728442116,1.5930599369085174
D,0.0281086231538828,1.1864406779661016
D,0.13530252501191042,1.2658450704225352
D,0.0871843735111958,1.278688524590164
D,0.11219628394473559,1.4076433121019107
D,0.1307765602667937,1.5027322404371584
D,0.10385898046688899,1.5871559633027523
D,0.2536922343973321,1.4929577464788732
D,0.38399237732253455,1.3709677419354838
D,0.16245831348261078,1.313782991202346
D,0.0912339209147213,1.3577023498694516
D,0.19342544068604098,1.541871921182266
D,0.054311576941400666,1.7236842105263157
D,0.08218199142448786,1.4956521739130435
D,0.0731300619342544,1.4429967426710097
D,0.1838970938542163,1.4248704663212435
D,0.11862791805621725,1.3734939759036144
D,0.09742734635540734,1.4058679706601467
D,0.19294902334444974,1.825925925925926
D,0.151738923296808,1.5384615384615385
D,0.05169128156264888,1.4055299539170507
D,0.09742734635540734,1.4938875305623471
D,0.16484040019056695,1.4797687861271676
D,0.10647927584564078,1.5033557046979866
D,0.058599333015721775,1.5731707317073171
D,0.06812767984754645,1.3706293706293706
D,0.1979514054311577,1.5270758122743682
D,0.2863268222963316,1.7279534109816972
D,0.1222010481181515,1.6666666666666667
D,0.06407813244402097,1.3197026022304832
D,0.1026679371129109,1.2134570765661252
D,0.04478323010957599,1.7872340425531914
D,0.2903763696998571,1.276456111566858
D,0.18770843258694617,1.4746192893401016
D,0.14935683658885182,1.6411483253588517
D,0.11029061457837065,1.287257019438445
D,0.1715102429728442,1.4458333333333333
D,0.1910433539780848,1.2967581047381547
D,0.10838494521200571,1.2153846153846153
D,0.3189614101953311,1.5227781926811053
D,0.01095759885659838,1.4130434782608696
D,0.13816102906145783,1.3741379310344828
D,0.2034302048594569,1.6241217798594847
D,0.04263935207241543,1.8156424581005586
D,0.09004287756074321,1.4841269841269842
D,0.10838494521200571,1.578021978021978
D,0.1503096712720343,1.329635499207607
D,0.19366364935683658,1.918819188191882
D,0.011672224868985231,1.816326530612245
D,0.26750833730347784,1.7195013357079252
D,0.034778465936160075,1.547945205479452
D,0.09671272034302049,1.438423645320197
D,0.1700809909480705,1.3865546218487395
D,0.218913768461172,1.4548422198041349
D,0.059313959028108626,1.4337349397590362
D,0.06383992377322535,1.3619402985074627
D,0.12815626488804194,1.570631970260223
D,0.11076703191996189,1.7268817204301075
D,0.2484516436398285,1.594439117929051
D,0.0674130538351596,1.3851590106007068
D,0.15388280133396856,1.4195046439628483
D,0.42424964268699383,1.5300393037619315
D,0.1250595521676989,1.0742857142857143
D,0.05240590757503573,1.85
D,0.1545974273463554,1.99537750385208
D,0.02644116245831348,1.5675675675675675
D,0.2879942829919009,1.6079404466501241
D,0.10695569318723201,1.6525612472160356
D,0.10076226774654598,1.8368794326241136
D,0.1333968556455455,1.7160714285714285
D,0.02906145783706527,1.901639344262295
D,0.06646021915197713,1.1397849462365592
D,0.0912339209147213,1.514360313315927
D,0.11076703191996189,1.3935483870967742
D,0.14101953311100524,1.5388513513513513
D,0.061219628394473556,1.7081712062256809
D,0.10385898046688899,1.2637614678899083
D,0.030967127203430204,1.5615384615384615
D,0.17984754645069082,1.403973509933775
D,0.11410195331110053,1.2734864300626305
D,0.09337779895188185,1.5637755102040816
D,0.1912815626488804,1.6338729763387299
D,0.0871843735111958,1.4262295081967213
D,0.13172939494997618,1.4141048824593128
D,0.05812291567413054,1.5327868852459017
D,0.14387803716055264,1.6970198675496688
D,0.08527870414483087,1.7402234636871508
D,0.050023820867079564,1.5571428571428572
D,0.27346355407336825,1.681184668989547
D,0.15697951405431157,1.4582701062215477
D,0.15959980943306337,1.516417910447761
D,0.041686517389232965,1.5714285714285714
D,0.09004287756074321,1.6322751322751323
D,0.09147212958551691,1.859375
D,0.051929490233444495,1.7110091743119267
D,0.055979037636969986,1.872340425531915
D,0.08242020009528347,1.6965317919075145
D,0.23535016674606957,1.8147773279352226
D,0.02834683182467842,1.3697478991596639
D,0.050738446879466416,1.704225352112676
D,0.15221534063839923,1.4788732394366197
D,0.04954740352548833,1.4519230769230769
D,0.2541686517389233,1.522024367385192
D,0.08122915674130539,1.718475073313783
D,0.1081467365412101,1.6894273127753303
D,0.0547879942829919,1.9217391304347826
D,0.10147689375893283,1.8380281690140845
D,0.05645545497856122,1.5316455696202531
D,0.16936636493568366,1.620253164556962
D,0.02262982372558361,1.5578947368421052
D,0.07789423535016675,1.5596330275229358
D,0.08885183420676512,1.5013404825737264
D,0.07289185326345879,1.3856209150326797
D,0.03954263935207242,1.6024096385542168
D,0.1655550262029538,1.5640287769784174
D,0.24392567889471176,1.689453125
D,0.3356360171510243,1.652945351312988
D,0.1360171510242973,1.4903677758318739
D,0.07384468794664126,1.7580645161290323
D,0.18461171986660316,1.6051612903225807
D,0.1855645545497856,1.6919127086007701
D,0.20747975226298238,1.4661308840413318
D,0.15197713196760362,1.6661442006269593
D,0.15340638399237733,1.3664596273291925
D,0.1081467365412101,1.47136563876652
D,0.03239637922820391,1.338235294117647
